poll_utc,feed_time,code_pme,route,vitesse_kmh,debit_vh
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0001011200,A1,81.0,1200
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0027010102,A27,87.0,790
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,N0041010100,N41,85.0,420
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0027010101,A27,87.0,790
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0001020150,A1,100.0,1200
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,N0356011700,N356,77.0,700
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,N0356021300,N356,70.0,770
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0022011400,A22,80.0,180
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0027010300,A27,92.0,440
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A9022020250,A22 (rocade),63.0,220
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,N0041010300,N41,93.0,810
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0022011210,A22,87.0,190
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0027020100,A27,73.0,300
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0001010300,A1,92.0,1920
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0022011220,A22,87.0,190
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,N0227021400,N227,,10
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A9022101110,A22 (rocade),82.0,440
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0022022110,A22,90.0,1270
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,N0356010800,N356,73.0,740
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A9001210710,A1 (bretelle),78.0,440
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,N0356021110,N356,74.0,780
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0001010510,A1,92.0,1800
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,N0356021122,N356,67.0,840
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,N0356021121,N356,74.0,780
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025010210,A25,80.0,910
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025011300,A25,88.0,320
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0001020300,A1,102.0,1210
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025021100,A25,89.0,680
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025023520,A25,104.0,320
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0022022130,A22,84.0,1230
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025010220,A25,80.0,910
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0022022120,A22,89.0,1270
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0001010520,A1,98.0,1870
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0022011000,A22,,610
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0001020510,A1,101.0,1250
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0001021602,A1,87.0,1690
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A22TC020222,A22 (contournement),87.0,620
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0001010940,A1,97.0,1520
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025023320,A25,106.0,510
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0001020520,A1,98.0,1270
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025023100,A25,104.0,360
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A22TC020230,A22 (contournement),87.0,620
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025021730,A25,87.0,1050
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025023910,A25,109.0,340
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025021735,A25,99.0,1060
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0023010400,A23,98.0,290
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0022021900,A22,85.0,1050
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A9022100500,A22 (rocade),83.0,330
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0001020940,A1,89.0,1310
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0001020700,A1,94.0,1230
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A9022020830,A22 (rocade),89.0,160
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A9022020822,A22 (rocade),,1110
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A9022020821,A22 (rocade),,1110
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025020420,A25,77.0,1080
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025021510,A25,86.0,540
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,N0227010100,N227,68.0,350
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025011720,A25,101.0,610
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0001010920,A1,98.0,1650
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025021760,A25,83.0,1040
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025011730,A25,90.0,600
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025011735,A25,104.0,620
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A9025080700,A25 (bretelle),,250
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A9022100930,A22 (rocade),75.0,70
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,N0356011220,N356,74.0,770
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025011740,A25,89.0,580
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025010410,A25,,920
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0023010200,A23,,500
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A9001210120,A1 (bretelle),86.0,130
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025020210,A25,80.0,1240
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,N0356011210,N356,74.0,770
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025011510,A25,86.0,360
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025020220,A25,80.0,1240
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,N0227010302,N227,78.0,630
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0001020920,A1,93.0,1360
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,N0041010500,N41,,670
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,N0227020101,N227,87.0,580
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025021900,A25,116.0,770
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A9022100110,A22 (rocade),69.0,100
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0022010400,A22,77.0,590
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,N0356010302,N356,78.0,1300
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025010800,A25,77.0,590
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0027020621,A27,91.0,270
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,N0041010700,N41,89.0,240
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0027020630,A27,92.0,260
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0022021512,A22,83.0,810
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0022021511,A22,83.0,830
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0027020610,A27,91.0,270
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025021720,A25,100.0,900
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0022021520,A22,83.0,810
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025022140,A25,105.0,930
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0022011302,A22,79.0,530
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025022160,A25,101.0,950
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A9025060104,A25 (bretelle),74.0,530
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0027010201,A27,90.0,730
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0027010202,A27,82.0,390
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,N9227110110,N227 (bretelle),84.0,270
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0025012130,A25,111.0,400
2026-08-31T03:40:55Z,2026-08-31T05:30:00.000+02:00,A0027010210,A27,82.0,390
